"","row","item","version","letter","sentence","sentence_spr","im_jahr","year","future","pp","objnp","qm1","fact","qm2","verb","comma","spillover_verb","name","spillover_pp","full_sentence","condition","list","life_status","yes_F","yes_J","life_mismatch","fact_mismatch","type","created","occupation","file_name"
"317",317,39,154,"b","154b","Im Jahr*2012*werde ich*das Lied*""Somebody That I Used to Know""*herausbringen,*das äußerte*Lana Del Ray*auf einer Aftershowparty.","Im Jahr","2012","werde ich","das","Lied","""","Somebody That I Used to Know","""","herausbringen",",","das äußerte","Lana Del Ray","auf einer Aftershowparty.","Im Jahr 2012 werde ich das Lied ""Somebody That I Used to Know"" herausbringen, das äußerte Lana Del Ray auf einer Aftershowparty.","fact mismatch","L4","alive","FALSE","J","match","mismatch","critical","AP","Musicians","Lana_del_Rey.jpg"
"318",318,39,156,"b","156b","Im Jahr*1970*werde ich*das Lied*""My Sweet Lord""*herausbringen,*das äußerte*Janis Joplin*auf einer Aftershowparty.","Im Jahr","1970","werde ich","das","Lied","""","My Sweet Lord","""","herausbringen",",","das äußerte","Janis Joplin","auf einer Aftershowparty.","Im Jahr 1970 werde ich das Lied ""My Sweet Lord"" herausbringen, das äußerte Janis Joplin auf einer Aftershowparty.","fact mismatch","L4","dead","FALSE","J","match","mismatch","critical","AP","Musicians","Janis_Joplin.jpg"
"319",319,40,158,"a","158a","Im Jahr*1993*werde ich*das Musikstück*""Bat out of Hell II""*komponieren,*das schilderte*Meat Loaf*der Fachpresse.","Im Jahr","1993","werde ich","das","Musikstück","""","Bat out of Hell II","""","komponieren",",","das schilderte","Meat Loaf","der Fachpresse.","Im Jahr 1993 werde ich das Musikstück ""Bat out of Hell II"" komponieren, das schilderte Meat Loaf der Fachpresse.","full match","L4","alive","FALSE","J","match","match","critical","PM","Musicians","Meat_Loaf.jpg"
"320",320,40,160,"a","160a","Im Jahr*1869*werde ich*das Musikstück*""Ein Deutsches Requiem""*komponieren,*das schilderte*Johannes Brahms*der Fachpresse.","Im Jahr","1869","werde ich","das","Musikstück","""","Ein Deutsches Requiem","""","komponieren",",","das schilderte","Johannes Brahms","der Fachpresse.","Im Jahr 1869 werde ich das Musikstück ""Ein Deutsches Requiem"" komponieren, das schilderte Johannes Brahms der Fachpresse.","full match","L4","dead","FALSE","J","match","match","critical","PM","Musicians","Johannes_Brahms.jpg"
"321",321,1,2,"a","2a","Im Jahr*2001*werde ich*in dem Film*""A Beautiful Mind""*auftreten,*das behauptete*Russell Crowe*in einem Intervew.","Im Jahr","2001","werde ich","in dem","Film","""","A Beautiful Mind","""","auftreten",",","das behauptete","Russell Crowe","in einem Intervew.","Im Jahr 2001 werde ich in dem Film ""A Beautiful Mind"" auftreten, das behauptete Russell Crowe in einem Intervew.","full match","L5","alive","FALSE","J","match","match","critical","DP","Actors","Russell_Crowe.jpg"
"322",322,1,4,"a","4a","Im Jahr*1939*werde ich*in dem Film*""Opfer einer großen Liebe""*auftreten,*das behauptete*Humphrey Bogart*in einem Intervew.","Im Jahr","1939","werde ich","in dem","Film","""","Opfer einer großen Liebe","""","auftreten",",","das behauptete","Humphrey Bogart","in einem Intervew.","Im Jahr 1939 werde ich in dem Film ""Opfer einer großen Liebe"" auftreten, das behauptete Humphrey Bogart in einem Intervew.","full match","L5","dead","FALSE","J","match","match","critical","DP","Actors","Humphrey_Bogart.jpg"
"323",323,2,5,"d","5d","Im Jahr*2018*werde ich*das Lied*""Under Pressure""*aufnehmen,*das verkündete*Michael Jackson*gegenüber der Presse.","Im Jahr","2018","werde ich","das","Lied","""","Under Pressure","""","aufnehmen",",","das verkündete","Michael Jackson","gegenüber der Presse.","Im Jahr 2018 werde ich das Lied ""Under Pressure"" aufnehmen, das verkündete Michael Jackson gegenüber der Presse.","life-fact mismatch","L5","dead","FALSE","J","mismatch","mismatch","critical","DP","Musicians","Michael_Jackson.png"
"324",324,2,7,"d","7d","Im Jahr*1982*werde ich*das Lied*""Je ne parle pas français""*aufnehmen,*das verkündete*Childish Gambino*gegenüber der Presse.","Im Jahr","1982","werde ich","das","Lied","""","Je ne parle pas français","""","aufnehmen",",","das verkündete","Childish Gambino","gegenüber der Presse.","Im Jahr 1982 werde ich das Lied ""Je ne parle pas français"" aufnehmen, das verkündete Childish Gambino gegenüber der Presse.","life-fact mismatch","L5","alive","FALSE","J","mismatch","mismatch","critical","DP","Musicians","Childish_Gambino.png"
"325",325,3,9,"c","9c","Im Jahr*1997*werde ich*in dem Film*""...denn sie wissen nicht, was sie tun""*mitspielen,*das meinte*James Dean*zu einem Reporter.","Im Jahr","1997","werde ich","in dem","Film","""","...denn sie wissen nicht, was sie tun","""","mitspielen",",","das meinte","James Dean","zu einem Reporter.","Im Jahr 1997 werde ich in dem Film ""... denn sie wissen nicht"" mitspielen, das meinte James Dean zu einem Reporter.","life mismatch","L5","dead","FALSE","J","mismatch","match","critical","DP","Actors","James_Dean.jpg"
"326",326,3,11,"c","11c","Im Jahr*1940*werde ich*in dem Film*""Batman & Robin""*mitspielen,*das meinte*George Clooney*zu einem Reporter.","Im Jahr","1940","werde ich","in dem","Film","""","Batman & Robin","""","mitspielen",",","das meinte","George Clooney","zu einem Reporter.","Im Jahr 1940 werde ich in dem Film ""Batman & Robin"" mitspielen, das meinte George Clooney zu einem Reporter.","life mismatch","L5","alive","FALSE","J","mismatch","match","critical","DP","Actors","George_Clooney.jpg"
"327",327,4,13,"b","13b","Im Jahr*1977*werde ich*das Buch*""Shining""*schreiben,*das erzählte*Margaret Atwood*einer Tageszeitung.","Im Jahr","1977","werde ich","das","Buch","""","Shining","""","schreiben",",","das erzählte","Margaret Atwood","einer Tageszeitung.","Im Jahr 1977 werde ich das Buch ""Shining"" schreiben, das erzählte Margaret Atwood einer Tageszeitung.","fact mismatch","L5","alive","FALSE","J","match","mismatch","critical","DP","Authors","Margaret_Atwood.jpg"
"328",328,4,15,"b","15b","Im Jahr*1929*werde ich*das Buch*""Ein Zimmer für sich allein""*schreiben,*das erzählte*Ernest Hemingway*einer Tageszeitung.","Im Jahr","1929","werde ich","das","Buch","""","Ein Zimmer für sich allein","""","schreiben",",","das erzählte","Ernest Hemingway","einer Tageszeitung.","Im Jahr 1929 werde ich das Buch ""Ein Zimmer für sich allein"" schreiben, das erzählte Ernest Hemingway einer Tageszeitung.","fact mismatch","L5","dead","FALSE","J","match","mismatch","critical","DP","Authors","Ernest_Hemingway.jpg"
"329",329,5,17,"a","17a","Im Jahr*2000*werde ich*in dem Film*""Titanic""*zu sehen sein,*das stellte*Kate Winslet*in einem Interview fest.","Im Jahr","2000","werde ich","in dem","Film","""","Titanic","""","zu sehen sein",",","das stellte","Kate Winslet","in einem Interview fest.","Im Jahr 2000 werde ich in dem Film ""Titanic"" zu sehen sein, das stellte Kate Winslet in einem Interview fest.","full match","L5","alive","FALSE","J","match","match","critical","DP","Actors","Kate_Winslet.jpg"
"330",330,5,19,"a","19a","Im Jahr*1959*werde ich*in dem Film*""Vertigo""*zu sehen sein,*das stellte*Jimmy Stewart*in einem Interview fest.","Im Jahr","1959","werde ich","in dem","Film","""","Vertigo","""","zu sehen sein",",","das stellte","Jimmy Stewart","in einem Interview fest.","Im Jahr 1959 werde ich in dem Film ""Vertigo"" zu sehen sein, das stellte Jimmy Stewart in einem Interview fest.","full match","L5","dead","FALSE","J","match","match","critical","DP","Actors","Jimmy_Stewart.jpg"
"331",331,6,22,"d","22d","Im Jahr*2004*werde ich*bei dem Film*""Spartacus""*Regie führen,*das versicherte*Alfred Hitchcock*einem Reporter.","Im Jahr","2004","werde ich","bei dem","Film","""","Spartacus","""","Regie führen",",","das versicherte","Alfred Hitchcock","einem Reporter.","Im Jahr 2004 werde ich bei dem Film ""Spartacus"" Regie führen, das versicherte Alfred Hitchcock einem Reporter.","life-fact mismatch","L5","dead","FALSE","J","mismatch","mismatch","critical","PM","Directors","Alfred_Hitchcock.jpg"
"332",332,6,24,"d","24d","Im Jahr*1960*werde ich*bei dem Film*""Kill Bill – Volume 2""*Regie führen,*das versicherte*Edgar Wright*einem Reporter.","Im Jahr","1960","werde ich","bei dem","Film","""","Kill Bill – Volume 2","""","Regie führen",",","das versicherte","Edgar Wright","einem Reporter.","Im Jahr 1960 werde ich bei dem Film ""Kill Bill – Volume 2"" Regie führen, das versicherte Edgar Wright einem Reporter.","life-fact mismatch","L5","alive","FALSE","J","mismatch","mismatch","critical","PM","Directors","Edgar_Wright.jpg"
"333",333,7,26,"c","26c","Im Jahr*2020*werde ich*das Turnier im*""Autorennen""*gewinnen,*das berichtete*Niki Lauda*einer Nachrichtenagentur.","Im Jahr","2020","werde ich","das","Turnier im","""","Autorennen","""","gewinnen",",","das berichtete","Niki Lauda","einer Nachrichtenagentur.","Im Jahr 2020 werde ich das Turnier im ""Autorennen"" gewinnen, das berichtete Niki Lauda einer Nachrichtenagentur.","life mismatch","L5","dead","FALSE","J","mismatch","match","critical","PM","Athletes","Niki_Lauda.jpg"
"334",334,7,28,"c","28c","Im Jahr*1975*werde ich*das Turnier im*""Tennis""*gewinnen,*das berichtete*Serena Williams*einer Nachrichtenagentur.","Im Jahr","1975","werde ich","das","Turnier im","""","Tennis","""","gewinnen",",","das berichtete","Serena Williams","einer Nachrichtenagentur.","Im Jahr 1975 werde ich das Turnier im ""Tennis"" gewinnen, das berichtete Serena Williams einer Nachrichtenagentur.","life mismatch","L5","alive","FALSE","J","mismatch","match","critical","PM","Athletes","Serena_Williams.jpg"
"335",335,8,30,"b","30b","Im Jahr*2019*werde ich*in dem Film*""Joker""*auftreten,*das teilte*Brad Pitt*einer Journalistin mit.","Im Jahr","2019","werde ich","in dem","Film","""","Joker","""","auftreten",",","das teilte","Brad Pitt","einer Journalistin mit.","Im Jahr 2019 werde ich in dem Film ""Joker"" auftreten, das teilte Brad Pitt einer Journalistin mit.","fact mismatch","L5","alive","FALSE","J","match","mismatch","critical","AP","Actors","Brad_Pitt.jpeg"
"336",336,8,32,"b","32b","Im Jahr*1963*werde ich*in dem Film*""Der Kardinal""*auftreten,*das teilte*Elizabeth Taylor*einer Journalistin mit.","Im Jahr","1963","werde ich","in dem","Film","""","Der Kardinal","""","auftreten",",","das teilte","Elizabeth Taylor","einer Journalistin mit.","Im Jahr 1963 werde ich in dem Film ""Der Kardinal"" auftreten, das teilte Elizabeth Taylor einer Journalistin mit.","fact mismatch","L5","dead","FALSE","J","match","mismatch","critical","AP","Actors","Elizabeth_Taylor.jpg"
"337",337,9,34,"a","34a","Im Jahr*1990*werde ich*in dem Film*""Edward mit den Scherenhänden""*mitspielen,*das äußerte*Jonny Depp*gegenüber den Medien.","Im Jahr","1990","werde ich","in dem","Film","""","Edward mit den Scherenhänden","""","mitspielen",",","das äußerte","Jonny Depp","gegenüber den Medien.","Im Jahr 1990 werde ich in dem Film ""Edward mit den Scherenhänden"" mitspielen, das äußerte Jonny Depp gegenüber den Medien.","full match","L5","alive","FALSE","J","match","match","critical","AP","Actors","Johnny_Depp.jpg"
"338",338,9,36,"a","36a","Im Jahr*1963*werde ich*in dem Film*""Winnetou""*mitspielen,*das äußerte*Lex Barker*gegenüber den Medien.","Im Jahr","1963","werde ich","in dem","Film","""","Winnetou","""","mitspielen",",","das äußerte","Lex Barker","gegenüber den Medien.","Im Jahr 1963 werde ich in dem Film ""Winnetou"" mitspielen, das äußerte Lex Barker gegenüber den Medien.","full match","L5","dead","FALSE","J","match","match","critical","AP","Actors","Lex_Barker.jpg"
"339",339,10,37,"d","37d","Im Jahr*2015*werde ich*in dem Film*""Der große Diktator""*die Hauptrolle spielen,*das schilderte*Joan Fontaine*interessierten Fans.","Im Jahr","2015","werde ich","in dem","Film","""","Der große Diktator","""","die Hauptrolle spielen",",","das schilderte","Joan Fontaine","interessierten Fans.","Im Jahr 2015 werde ich in dem Film ""Der große Diktator"" die Hauptrolle spielen, das schilderte Joan Fontaine interessierten Fans.","life-fact mismatch","L5","dead","FALSE","J","mismatch","mismatch","critical","AP","Actors","Joan_Fontaine.jpg"
"340",340,10,39,"d","39d","Im Jahr*1940*werde ich*in dem Film*""Terminator: Genisys""*die Hauptrolle spielen,*das schilderte*Jennifer Lawrence*interessierten Fans.","Im Jahr","1940","werde ich","in dem","Film","""","Terminator: Genisys","""","die Hauptrolle spielen",",","das schilderte","Jennifer Lawrence","interessierten Fans.","Im Jahr 1940 werde ich in dem Film ""Terminator: Genisys"" die Hauptrolle spielen, das schilderte Jennifer Lawrence interessierten Fans.","life-fact mismatch","L5","alive","FALSE","J","mismatch","mismatch","critical","AP","Actors","Jennifer_Lawrence.jpg"
"341",341,11,41,"c","41c","Im Jahr*1998*werde ich*in dem Film*""Psycho""*die Hauptrolle spielen,*das behauptete*Anthony Perkins*auf dem roten Teppich.","Im Jahr","1998","werde ich","in dem","Film","""","Psycho","""","die Hauptrolle spielen",",","das behauptete","Anthony Perkins","auf dem roten Teppich.","Im Jahr 1998 werde ich in dem Film ""Psycho"" die Hauptrolle spielen, das behauptete Anthony Perkins auf dem roten Teppich.","life mismatch","L5","dead","FALSE","J","mismatch","match","critical","AP","Actors","Anthony_Perkins.png"
"342",342,11,43,"c","43c","Im Jahr*1960*werde ich*in dem Film*""Eine Hochzeit zum Verlieben""*die Hauptrolle spielen,*das behauptete*Adam Sandler*auf dem roten Teppich.","Im Jahr","1960","werde ich","in dem","Film","""","Eine Hochzeit zum Verlieben","""","die Hauptrolle spielen",",","das behauptete","Adam Sandler","auf dem roten Teppich.","Im Jahr 1960 werde ich in dem Film ""Eine Hochzeit zum Verlieben"" die Hauptrolle spielen, das behauptete Adam Sandler auf dem roten Teppich.","life mismatch","L5","alive","FALSE","J","mismatch","match","critical","AP","Actors","Adam_Sandler.jpg"
"343",343,12,45,"b","45b","Im Jahr*2020*werde ich*mein Engagement für die*""Erreichung der Klimaziele""*vorantreiben,*das verkündete*Malala Yousafzai*auf einer Pressekonferenz.","Im Jahr","2020","werde ich","mein","Engagement für die","""","Erreichung der Klimaziele","""","vorantreiben",",","das verkündete","Malala Yousafzai","auf einer Pressekonferenz.","Im Jahr 2020 werde ich mein Engagement für die ""Erreichung der Klimaziele"" vorantreiben, das verkündete Malala Yousafzai auf einer Pressekonferenz.","fact mismatch","L5","alive","FALSE","J","match","mismatch","critical","PM","Activist","Malala_Yousafzai.jpg"
"344",344,12,47,"b","47b","Im Jahr*1955*werde ich*mein Engagement für die*""Bürgerrechtsbewegung""*vorantreiben,*das verkündete*Nelson Mandela*auf einer Pressekonferenz.","Im Jahr","1955","werde ich","mein","Engagement für die","""","Bürgerrechtsbewegung","""","vorantreiben",",","das verkündete","Nelson Mandela","auf einer Pressekonferenz.","Im Jahr 1955 werde ich mein Engagement für die ""Bürgerrechtsbewegung"" vorantreiben, das verkündete Nelson Mandela auf einer Pressekonferenz.","fact mismatch","L5","dead","FALSE","J","match","mismatch","critical","PM","Activist","Nelson_Mandela.jpg"
"345",345,13,49,"a","49a","Im Jahr*2007*werde ich*den Film*""Transformers""*inszenieren,*das meinte*Michael Bay*in einer Fragerunde.","Im Jahr","2007","werde ich","den","Film","""","Transformers","""","inszenieren",",","das meinte","Michael Bay","in einer Fragerunde.","Im Jahr 2007 werde ich den Film ""Transformers"" inszenieren, das meinte Michael Bay in einer Fragerunde.","full match","L5","alive","FALSE","J","match","match","critical","PM","Directors","Michael_Bay.jpg"
"346",346,13,51,"a","51a","Im Jahr*1925*werde ich*den Film*""Panzerkreuzer Potemkin""*inszenieren,*das meinte*Sergei Eisenstein*in einer Fragerunde.","Im Jahr","1925","werde ich","den","Film","""","Panzerkreuzer Potemkin","""","inszenieren",",","das meinte","Sergei Eisenstein","in einer Fragerunde.","Im Jahr 1925 werde ich den Film ""Panzerkreuzer Potemkin"" inszenieren, das meinte Sergei Eisenstein in einer Fragerunde.","full match","L5","dead","FALSE","J","match","match","critical","PM","Directors","Sergei_Eisenstein.jpg"
"347",347,14,54,"d","54d","Im Jahr*1991*werde ich*in dem Film*""Frankenstein""*zu sehen sein,*das erzählte*Bela Lugosi*einer Nachrichtenagentur.","Im Jahr","1991","werde ich","in dem","Film","""","Frankenstein","""","zu sehen sein",",","das erzählte","Bela Lugosi","einer Nachrichtenagentur.","Im Jahr 1991 werde ich in dem Film ""Frankenstein"" zu sehen sein, das erzählte Bela Lugosi einer Nachrichtenagentur.","life-fact mismatch","L5","dead","FALSE","J","mismatch","mismatch","critical","PM","Actors","Bela_Lugosi.jpg"
"348",348,14,56,"d","56d","Im Jahr*1931*werde ich*in dem Film*""Nightmare on Elm Street 6""*zu sehen sein,*das erzählte*Sir Anthony Hopkins*einer Nachrichtenagentur.","Im Jahr","1931","werde ich","in dem","Film","""","Nightmare on Elm Street 6","""","zu sehen sein",",","das erzählte","Sir Anthony Hopkins","einer Nachrichtenagentur.","Im Jahr 1931 werde ich in dem Film ""Nightmare on Elm Street 6"" zu sehen sein, das erzählte Sir Anthony Hopkins einer Nachrichtenagentur.","life-fact mismatch","L5","alive","FALSE","J","mismatch","mismatch","critical","PM","Actors","Sir_Anthony_Hopkins.jpg"
"349",349,15,58,"c","58c","Im Jahr*2008*werde ich*das Buch*""Der Prozess""*abschließen,*das stellte*Franz Kafka*nach einer Lesung fest.","Im Jahr","2008","werde ich","das","Buch","""","Der Prozess","""","abschließen",",","das stellte","Franz Kafka","nach einer Lesung fest.","Im Jahr 2008 werde ich das Buch ""Der Prozess"" abschließen, das stellte Franz Kafka nach einer Lesung fest.","life mismatch","L5","dead","FALSE","J","mismatch","match","critical","PM","Authors","Franz_Kafka.jpg"
